q(t),H_ratio,S(t),MSE(model0_vs_ref),KL(f0||D),"JS(f0,D)",q_stagnation,q_tail_ratio,q_entropy_ratio
2.5150938587348293e-06,1.0000000882952529,0.0,1.071897293217876e-05,0.0014905080451629062,0.0003680290920402675,0.64173343540183,7.249380072786098,1.1669906951185676
2.3540278858424912e-06,1.0000000826416888,0.0,1.0735612266062843e-05,0.001432195827378184,0.00035371261655728695,0.6408168777955154,7.249651091871609,1.1670648531106635
2.203276466272719e-06,1.0000000773500735,0.0,1.075198482218879e-05,0.0013761519490912335,0.0003399485028230632,0.6399157258039327,7.2499165319095455,1.1671373035270143
2.062179064177272e-06,1.0000000723972404,0.0,1.0768093316362085e-05,0.0013222889134401408,0.00032671569347723353,0.6390297821792728,7.250176510817616,1.1672080891226089
1.930117443427193e-06,1.0000000677615057,0.0,1.078394051416724e-05,0.0012705225561737594,0.00031399391987473307,0.6381588495543775,7.25043114390173,1.1672772514721257
1.8065129600008945e-06,1.0000000634225723,0.0,1.0799529225828913e-05,0.001220771921165046,0.000301763673315946,0.6373027305847745,7.250680543918376,1.167344831005591
1.6908240247914819e-06,1.0000000593614413,0.0,1.0814862301341122e-05,0.001172959140427473,0.000290006177282929,0.6364612280837231,7.250924821135347,1.1674108670428875
1.5825437321703717e-06,1.0000000555603306,0.0,1.0829942625852544e-05,0.0011270093184852607,0.00027870336065091315,0.635634145150482,7.251164083390861,1.1674753978271524
1.481197638097953e-06,1.0000000520025942,0.0,1.0844773115296496e-05,0.0010828504209477868,0.0002678378318408752,0.6348212852920224,7.251398436151129,1.1675384605571066
1.3863416815640406e-06,1.000000048672653,0.0,1.0859356712254507e-05,0.0010404131671369193,0.0002573928538841916,0.6340224525383916,7.251627982566407,1.1676000914183438
1.297560238477935e-06,1.000000045555924,0.0,1.0873696382043062e-05,0.0009996309266356515,0.000247352320367801,0.633237451551938,7.25185282352559,1.1676603256136173
1.2144643016798184e-06,1.0000000426387572,0.0,1.0887795109013366e-05,0.0009604396196162147,0.00023770073223157917,0.6324660877306064,7.252073057709379,1.16771919739216
1.136689774972055e-06,1.0000000399083773,0.0,1.0901655893054515e-05,0.0009227776208155791,0.00022842317538881302,0.6317081673055036,7.252288781642062,1.167776740078062
1.063895879394039e-06,1.000000037352825,0.0,1.0915281746290825e-05,0.0008865856670356807,0.00021950529914273103,0.6309634974329364,7.252500089741969,1.167832986097749
9.957636583068918e-07,1.0000000349609084,0.0,1.092867568996445e-05,0.000851806768037127,0.00021093329537243003,0.6302318862811169,7.252707074370609,1.1678879670065754
9.319945816210762e-07,1.0000000327221503,0.0,1.0941840751494855e-05,0.0008183861207157923,0.00020269387846161106,0.6295131431117278,7.252909825880553,1.1679417135145789
8.723092362883378e-07,1.000000030626745,0.0,1.0954779961706998e-05,0.0007862710264384728,0.00019477426594577537,0.6288070783565348,7.253108432662087,1.1679942555114098
8.16446102946955e-07,1.0000000286655144,0.0,1.0967496352220459e-05,0.0007554108114304677,0.0001871621598533344,0.6281135036892368,7.2533029811886705,1.1680456220904718
7.641604095054433e-07,1.0000000268298672,0.0,1.0979992952992095e-05,0.0007257567501066792,0.00017984572871659627,0.6274322320927195,7.253493556061242,1.168095841572293
7.152230594442699e-07,1.0000000251117631,0.0,1.0992272790005107e-05,0.0006972619912384258,0.0001728135902301321,0.6267630779219099,7.253680240051392,1.1681449415271619
6.69419626619927e-07,1.0000000235036761,0.0,1.1004338883097675e-05,0.0006698814868578082,0.00016605479453462527,0.626105856962382,7.253863114143453,1.1681929487970408
6.265494174595432e-07,1.0000000219985616,0.0,1.1016194243924672e-05,0.0006435719238030626,0.00015955880810412481,0.6254603864848951,7.254042257575515,1.1682398895167931
5.864245897768683e-07,1.000000020589827,0.0,1.1027841874046207e-05,0.0006182916578019162,0.00015331549821593032,0.6248264852960238,7.254217747879424,1.1682857891347362
5.488693315403026e-07,1.0000000192713001,0.0,1.1039284763137013e-05,0.0005940006500168606,0.000147315117984136,0.6242039737850357,7.254389660919764,1.1683306724325493
5.137190887127829e-07,1.0000000180372055,0.0,1.1050525887310992e-05,0.0005706604059457394,0.00014154829193549772,0.6235926739671761,7.254558070931873,1.168374563544555
4.808198460493074e-07,1.0000000168821368,0.0,1.10615682075554e-05,0.0005482339166080789,0.00013600600211032508,0.6229924095235034,7.254723050558909,1.1684174859763965
4.500274506380464e-07,1.0000000158010334,0.0,1.10724146682695e-05,0.0005266856019264556,0.0001306795746693597,0.6224030058374298,7.2548846708879955,1.1684594626231264
4.2120698151570934e-07,1.00000001478916,0.0,1.1083068195902623e-05,0.0005059812562232925,0.00012556066698905452,0.6218242900280976,7.255043001485467,1.168500515786732
3.942321576966279e-07,1.0000000138420828,0.0,1.1093531697686891e-05,0.0004860879957626178,0.00012064125522861591,0.6212560909807388,7.255198110431258,1.168540667193115
3.6898478494862275e-07,1.0000000129556532,0.0,1.1103808060459964e-05,0.0004669742082515863,0.00011591362235132438,0.6206982393741425,7.255350064352425,1.1685799380085344
3.453542388731634e-07,1.0000000121259873,0.0,1.1113900149573505e-05,0.0004486095042448386,0.00011137034658560262,0.6201505677053661,7.2554989284558635,1.1686183488555486
3.232369785166611e-07,1.0000000113494507,0.0,1.1123810807883102e-05,0.0004309646703661548,0.00010700429030846906,0.6196129103118063,7.255644766560216,1.1686559198284519
3.0253609428765316e-07,1.000000010622641,0.0,1.1133542854815677e-05,0.00041401162429754654,0.00010280858933849231,0.6190851033907592,7.255787641127002,1.1686926705082386
2.831608818532061e-07,1.0000000099423743,0.0,1.1143099085510533e-05,0.00039772337145400124,9.877664262198326e-05,0.6185669850165805,7.255927613290989,1.168728619977102
2.650264466774743e-07,1.0000000093056698,0.0,1.1152482270030391e-05,0.0003820739632981237,9.490210229963687e-05,0.6180583951555602,7.256064742889834,1.1687637868324852
2.480533296544962e-07,1.000000008709738,0.0,1.1161695152638881e-05,0.00036703845722237203,9.117886413931124e-05,0.6175591756786205,7.256199088492997,1.1687981892006996
2.3216716071861043e-07,1.0000000081519684,0.0,1.1170740451141188e-05,0.0003525928779476023,8.760105832309015e-05,0.6170691703719409,7.256330707429966,1.1688318447501231
