q(t),H_ratio,S(t),MSE(model_vs_ref),KL(f||D),"JS(f,D)",q_stagnation,q_tail_ratio,q_entropy_ratio
0.013350002712367415,0.9978459023871245,0.02,1.1422807592746868e-05,2.255181774676333e-10,5.6380497492108655e-11,0.6976072602825989,7.257888599911862,1.167889565792994
0.01335009652511554,0.9978458834533611,0.02,1.1422800894137734e-05,2.1309957205788057e-10,5.327575363657873e-11,0.6976083629308408,7.257888554252706,1.1678894877586137
0.013350187650257694,0.9978458650535692,0.02,1.1422794383194265e-05,2.0136575794031803e-10,5.034226182309882e-11,0.6976094343693668,7.257888510116967,1.1678894119740166
0.01335027616522616,0.9978458471726379,0.02,1.1422788054667455e-05,1.9027879739650519e-10,4.757048689537318e-11,0.6976104754847172,7.257888467452441,1.1678893383737816
0.013350362145207018,0.9978458297958845,0.02,1.1422781903454669e-05,1.7980356727841833e-10,4.495157274711448e-11,0.6976114871381448,7.2578884262087575,1.16788926689441
0.013350445663206423,0.9978458129090454,0.02,1.1422775924595598e-05,1.699053814454129e-10,4.247700641297032e-11,0.6976124701663382,7.257888386337317,1.1678891974742667
0.01335052679011356,0.9978457964982606,0.02,1.1422770113268293e-05,1.6055299051086562e-10,4.013885222151707e-11,0.6976134253821286,7.257888347791219,1.1678891300535275
0.013350605594763199,0.9978457805500646,0.02,1.1422764464785337e-05,1.5171614781126188e-10,3.7929559769132026e-11,0.6976143535751698,7.25788831052521,1.1678890645741218
0.013350682143995318,0.9978457650513749,0.02,1.1422758974590095e-05,1.4336604969942746e-10,3.584205167705367e-11,0.6976152555126057,7.257888274495619,1.1678890009796843
0.013350756502713723,0.9978457499894792,0.02,1.1422753638253093e-05,1.3547662290712985e-10,3.38696003869984e-11,0.6976161319397128,7.2578882396603,1.1678889392155014
0.013350828733942388,0.9978457353520278,0.02,1.1422748451468477e-05,1.280213996239072e-10,3.2005780841320846e-11,0.6976169835805262,7.257888205978586,1.1678888792284634
0.01335089889887986,0.9978457211270203,0.02,1.1422743410050582e-05,1.2097725667541546e-10,3.024473874713623e-11,0.6976178111384503,7.2578881734112235,1.1678888209670173
0.013350967056953655,0.9978457073027981,0.02,1.1422738509930586e-05,1.1432095481965631e-10,2.8580640422200715e-11,0.6976186152968463,7.257888141920334,1.1678887643811202
0.013351033265870782,0.9978456938680319,0.02,1.1422733747153274e-05,1.0803176578684066e-10,2.7008199758460095e-11,0.6976193967196089,7.257888111469357,1.1678887094221946
0.013351097581669025,0.9978456808117158,0.02,1.1422729117873861e-05,1.0208878747314872e-10,2.5522465372225745e-11,0.6976201560517201,7.2578880820230065,1.1678886560430848
0.013351160058764244,0.9978456681231549,0.02,1.1422724618354945e-05,9.647332412935808e-11,2.411849307111876e-11,0.697620893919795,7.257888053547224,1.1678886041980148
0.01335122074999906,0.9978456557919583,0.02,1.1422720244963495e-05,9.116670158610475e-11,2.2791917479495425e-11,0.6976216109326009,7.257888026009137,1.1678885538425483
0.013351279706687758,0.9978456438080294,0.02,1.1422715994167963e-05,8.615236660429058e-11,2.1538335820045804e-11,0.6976223076815753,7.257887999377014,1.167888504933548
0.013351336978661199,0.997845632161558,0.02,1.1422711862535461e-05,8.141434989398995e-11,2.0353846168582766e-11,0.697622984741315,7.2578879736202255,1.1678884574291377
0.013351392614310231,0.9978456208430128,0.02,1.1422707846729004e-05,7.693698432194067e-11,1.9234475492688547e-11,0.6976236426700625,7.257887948709206,1.167888411288665
0.013351446660626543,0.9978456098431318,0.02,1.1422703943504855e-05,7.270675833832308e-11,1.8176814979947086e-11,0.6976242820101706,7.257887924615413,1.1678883664726656
0.013351499163245018,0.9978455991529165,0.02,1.1422700149709922e-05,6.870879356684959e-11,1.7177339621274402e-11,0.6976249032885573,7.257887901311293,1.1678883229428267
0.013351550166482151,0.9978455887636224,0.02,1.1422696462279231e-05,6.493106606704333e-11,1.6232916188170828e-11,0.697625507017149,7.257887878770248,1.1678882806619548
0.013351599713374407,0.9978455786667535,0.02,1.1422692878233477e-05,6.13611541540959e-11,1.5340455751509852e-11,0.6976260936933057,7.2578878569665966,1.1678882395939416
0.013351647845715742,0.9978455688540546,0.02,1.1422689394676641e-05,5.7987878606913067e-11,1.449713231080032e-11,0.6976266638002402,7.257887835875547,1.167888199703732
0.013351694604093911,0.9978455593175044,0.02,1.1422686008793664e-05,5.4800197799079515e-11,1.370019947452496e-11,0.69762721780742,7.257887815473162,1.167888160957294
0.013351740027924719,0.9978455500493083,0.02,1.1422682717848189e-05,5.1788009791096685e-11,1.294711953308553e-11,0.6976277561709623,7.25788779573633,1.1678881233215874
0.013351784155487267,0.997845541041893,0.02,1.1422679519180386e-05,4.894156531283338e-11,1.2235491850796273e-11,0.6976282793340122,7.257887776642738,1.1678880867645345
0.013351827023956264,0.9978455322879001,0.02,1.142267641020479e-05,4.6251512539487314e-11,1.1563021670110455e-11,0.6976287877271173,7.257887758170836,1.1678880512549934
0.01335186866943383,0.9978455237801782,0.02,1.1422673388408258e-05,4.3709944739203715e-11,1.0927518817380496e-11,0.6976292817685836,7.257887740299821,1.1678880167627284
0.013351909126981143,0.9978455155117795,0.02,1.1422670451347933e-05,4.130792169871173e-11,1.032701848808865e-11,0.6976297618648266,7.257887723009602,1.1678879832583846
0.01335194843064863,0.9978455074759531,0.02,1.142266759664929e-05,3.903801305081573e-11,9.759545943158898e-12,0.6976302284107112,7.257887706280777,1.1678879507134612
0.013351986613505118,0.9978454996661386,0.02,1.1422664822004235e-05,3.68927871354302e-11,9.22330175823889e-12,0.6976306817898802,7.257887690094613,1.1678879191002878
0.013352023707666527,0.997845492075961,0.02,1.142266212516925e-05,3.4865761195369495e-11,8.71649650477238e-12,0.697631122375077,7.257887674433015,1.1678878883919979
0.013352059744323297,0.9978454846992266,0.02,1.1422659503963583e-05,3.2950270991874483e-11,8.237574867254073e-12,0.6976315505284518,7.257887659278512,1.1678878585625068
0.013352094753766752,0.997845477529916,0.02,1.1422656956267517e-05,3.114001352371517e-11,7.785062881036105e-12,0.69763196660187,7.257887644614227,1.1678878295864878
0.013352128765417193,0.9978454705621814,0.02,1.1422654480020645e-05,2.9429373185432686e-11,7.357401119565242e-12,0.6976323709371999,7.257887630423863,1.1678878014393512
0.013352161807845986,0.9978454637903391,0.02,1.1422652073220229e-05,2.781257198391722e-11,6.953190553941148e-12,0.6976327638666022,7.2578876166916775,1.167887774097221
0.013352193908803378,0.9978454572088666,0.02,1.142264973391958e-05,2.628513662980705e-11,6.571280081343932e-12,0.6976331457128037,7.257887603402465,1.1678877475369152
0.013352225095239478,0.9978454508123984,0.02,1.1422647460226514e-05,2.4841422123588327e-11,6.210318597785657e-12,0.697633516789368,7.257887590541541,1.1678877217359243
0.013352255393329404,0.9978454445957199,0.02,1.1422645250301805e-05,2.347683422038855e-11,5.8692671732313934e-12,0.6976338774009571,7.257887578094719,1.1678876966723928
0.013352284828495042,0.9978454385537635,0.02,1.142264310235772e-05,2.218775112119825e-11,5.546908355314652e-12,0.6976342278435842,7.2578875660482955,1.167887672325099
0.01335231342542681,0.9978454326816064,0.02,1.1422641014656582e-05,2.0969042372708077e-11,5.2422916671365546e-12,0.6976345684048586,7.2578875543890335,1.1678876486734378
0.013352341208104912,0.9978454269744633,0.02,1.1422638985509365e-05,1.981760168174845e-11,4.954371212319107e-12,0.6976348993642296,7.257887543104145,1.167887625697401
0.013352368199819942,0.9978454214276856,0.02,1.1422637013274346e-05,1.872918832567054e-11,4.682379434275341e-12,0.697635220993215,7.257887532181278,1.1678876033775605
0.013352394423192748,0.9978454160367545,0.02,1.1422635096355775e-05,1.7701011596193266e-11,4.425247903830329e-12,0.6976355335556285,7.257887521608496,1.1678875816950518
0.01335241990019409,0.9978454107972811,0.02,1.1422633233202587e-05,1.6728938597114954e-11,4.1822650708905555e-12,0.6976358373077994,7.25788751137427,1.1678875606315566
0.013352444652162176,0.9978454057049982,0.02,1.1422631422307171e-05,1.581072370110268e-11,3.9526816742645535e-12,0.6976361324987859,7.25788750146746,1.1678875401692876
0.013352468699823594,0.9978454007557611,0.02,1.1422629662204131e-05,1.494247406744476e-11,3.735666301510226e-12,0.6976364193705809,7.257887491877302,1.1678875202909726
0.013352492063307686,0.9978453959455404,0.02,1.1422627951469132e-05,1.412222235190104e-11,3.530577513581918e-12,0.6976366981583149,7.2578874825933966,1.1678875009798395
0.013352514762166923,0.997845391270422,0.02,1.142262628871773e-05,1.3347017799473876e-11,3.3367816154062276e-12,0.6976369690904506,7.257887473605695,1.167887482219602
0.013352536815391558,0.9978453867266018,0.02,1.1422624672604273e-05,1.261456381384036e-11,3.1535527016928857e-12,0.6976372323889719,7.257887464904488,1.1678874639944443
0.013352558241426393,0.9978453823103832,0.02,1.142262310182081e-05,1.1922117746733572e-11,2.9804605180329282e-12,0.6976374882695702,7.257887456480393,1.1678874462890083
0.013352579058186542,0.9978453780181735,0.02,1.1422621575096034e-05,1.1267802469804378e-11,2.8169200297281754e-12,0.6976377369418209,7.257887448324342,1.1678874290883812
0.013352599283073197,0.9978453738464824,0.02,1.1422620091194263e-05,1.064914336703295e-11,2.6622995585568456e-12,0.6976379786093605,7.257887440427575,1.16788741237808
0.013352618932987725,0.9978453697919172,0.02,1.1422618648914442e-05,1.0064719354567718e-11,2.5161651435070322e-12,0.6976382134700525,7.257887432781622,1.167887396144041
0.013352638024346497,0.9978453658511814,0.02,1.1422617247089178e-05,9.51238079876381e-12,2.3780621760270087e-12,0.6976384417161551,7.257887425378301,1.167887380372607
0.013352656573095034,0.997845362021072,0.02,1.142261588458378e-05,8.990378789481583e-12,2.247556043412277e-12,0.6976386635344767,7.2578874182097035,1.167887365050515
0.01335267459472117,0.9978453582984754,0.02,1.1422614560295377e-05,8.49705626319613e-12,2.124227208232359e-12,0.6976388791065343,7.257887411268185,1.1678873501648857
0.013352692104268482,0.9978453546803665,0.02,1.1422613273152005e-05,8.030623192247451e-12,2.0076979846105928e-12,0.6976390886087017,7.2578874045463575,1.1678873357032105
0.013352709116349781,0.9978453511638061,0.02,1.1422612022111735e-05,7.58996809746106e-12,1.89749402194027e-12,0.697639292212356,7.25788739803708,1.1678873216533434
0.013352725645157437,0.9978453477459361,0.02,1.1422610806161856e-05,7.173805832312007e-12,1.7933810112543685e-12,0.6976394900840233,7.25788739173345,1.1678873080034875
0.01335274170447831,0.9978453444239818,0.02,1.1422609624318047e-05,6.779976829814757e-12,1.6950064589514732e-12,0.6976396823855097,7.257887385628796,1.1678872947421874
0.0133527573077033,0.9978453411952439,0.02,1.1422608475623577e-05,6.407820847480441e-12,1.6019843793636222e-12,0.6976398692740416,7.257887379716668,1.1678872818583172
0.013352772467840168,0.9978453380571011,0.02,1.1422607359148538e-05,6.0565063094690134e-12,1.5141530258188301e-12,0.6976400509023934,7.257887373990831,1.1678872693410731
0.013352787197522975,0.9978453350070057,0.02,1.1422606273989088e-05,5.724304792535559e-12,1.4310505707682587e-12,0.6976402274190139,7.2578873684452585,1.167887257179961
