One Model With Late Self Training,Two Models With Late Self Training,Zipf Two Models With Late Self Training,"Zipf Two Models With q(t), S(t), and C(x,f)",Zipf_Two_Models_q_S_C,Zipf_n2_qS_ramp_KLJS,Zipf_n1_qS_ramp_KLJS,Zipf_n10_qS_ramp_KLJS
,,4.246826627108709e-07,1.1268370807619511e-05,1.1268370807316157e-05,1.142257276471994e-05,1.1422572870281142e-05,1.1422572862035364e-05
,,4.2581962768295817e-07,1.1268370394030567e-05,1.1268370393731351e-05,1.1422572649581642e-05,1.1422572752153812e-05,1.1422572744158356e-05
,,4.26957424851243e-07,1.1268369989520209e-05,1.1268369989225116e-05,1.1422572537666642e-05,1.1422572637334784e-05,1.1422572629582008e-05
,,4.280960519145774e-07,1.1268369593888176e-05,1.1268369593597182e-05,1.1422572428884626e-05,1.1422572525731315e-05,1.1422572518213813e-05
,,4.292355065765866e-07,1.1268369206938649e-05,1.1268369206651732e-05,1.1422572323147814e-05,1.1422572417253264e-05,1.1422572409963851e-05
,,4.303757865456624e-07,1.1268368828480149e-05,1.126836882819729e-05,1.142257222037088e-05,1.142257231181301e-05,1.1422572304744731e-05
,,4.31516889534953e-07,1.1268368458325456e-05,1.1268368458046628e-05,1.14225721204709e-05,1.1422572209325404e-05,1.1422572202471508e-05
,,4.326588132623633e-07,1.12683680962915e-05,1.1268368096016678e-05,1.1422572023367264e-05,1.1422572109707672e-05,1.1422572103061627e-05
,,4.338015554505399e-07,1.1268367742199273e-05,1.1268367741928424e-05,1.1422571928981632e-05,1.142257201287938e-05,1.1422572006434841e-05
,,4.349451138268667e-07,1.1268367395873725e-05,1.1268367395606826e-05,1.1422571837237855e-05,1.1422571918762332e-05,1.1422571912513153e-05
,,4.360894861234594e-07,1.12683670571437e-05,1.1268367056880722e-05,1.1422571748061923e-05,1.142257182728054e-05,1.1422571821220765e-05
,,4.372346700771549e-07,1.126836672584184e-05,1.1268366725582748e-05,1.1422571661381894e-05,1.1422571738360137e-05,1.1422571732483991e-05
,,4.3838066342950193e-07,1.1268366401804475e-05,1.1268366401549246e-05,1.1422571577127847e-05,1.1422571651929334e-05,1.1422571646231224e-05
,,4.395274639267625e-07,1.126836608487159e-05,1.1268366084620186e-05,1.1422571495231828e-05,1.1422571567918358e-05,1.1422571562392857e-05
,,4.406750693198933e-07,1.12683657748867e-05,1.1268365774639086e-05,1.1422571415627778e-05,1.142257148625939e-05,1.1422571480901235e-05
,,4.418234773645435e-07,1.1268365471696785e-05,1.1268365471452926e-05,1.142257133825149e-05,1.142257140688651e-05,1.1422571401690607e-05
,,4.429726858210465e-07,1.1268365175152215e-05,1.1268365174912085e-05,1.1422571263040565e-05,1.1422571329735656e-05,1.1422571324697058e-05
,,4.441226924544111e-07,1.1268364885106687e-05,1.1268364884870238e-05,1.1422571189934344e-05,1.1422571254744554e-05,1.1422571249858472e-05
,,4.452734950343134e-07,1.1268364601417123e-05,1.1268364601184326e-05,1.142257111887388e-05,1.1422571181852684e-05,1.1422571177114471e-05
,,4.4642509133509083e-07,1.1268364323943614e-05,1.1268364323714436e-05,1.1422571049801868e-05,1.142257111100122e-05,1.1422571106406375e-05
,,4.47577479135731e-07,1.1268364052549358e-05,1.126836405232376e-05,1.1422570982662617e-05,1.1422571042132984e-05,1.1422571037677146e-05
,,4.487306562198654e-07,1.1268363787100576e-05,1.1268363786878518e-05,1.1422570917401986e-05,1.1422570975192408e-05,1.1422570970871342e-05
,,4.498846203757603e-07,1.126836352746644e-05,1.1268363527247888e-05,1.1422570853967366e-05,1.1422570910125471e-05,1.142257090593508e-05
,,4.510393693963123e-07,1.126836327351903e-05,1.1268363273303945e-05,1.1422570792307612e-05,1.1422570846879688e-05,1.142257084281599e-05
,,4.5219490107903195e-07,1.1268363025133254e-05,1.1268363024921596e-05,1.142257073237302e-05,1.1422570785404024e-05,1.1422570781463166e-05
,,4.533512132260431e-07,1.1268362782186774e-05,1.1268362781978508e-05,1.142257067411527e-05,1.1422570725648883e-05,1.1422570721827132e-05
,,4.545083036440733e-07,1.126836254455998e-05,1.1268362544355064e-05,1.1422570617487404e-05,1.142257066756607e-05,1.1422570663859795e-05
,,4.5566617014444107e-07,1.126836231213588e-05,1.126836231193428e-05,1.1422570562443785e-05,1.1422570611108724e-05,1.142257060751442e-05
,,4.5682481054305163e-07,1.1268362084800097e-05,1.1268362084601766e-05,1.142257050894004e-05,1.142257055623131e-05,1.1422570552745572e-05
,,4.579842226603875e-07,1.1268361862440756e-05,1.126836186224566e-05,1.142257045693305e-05,1.1422570502889564e-05,1.1422570499509098e-05
,,4.591444043215002e-07,1.1268361644948473e-05,1.1268361644756572e-05,1.1422570406380902e-05,1.1422570451040477e-05,1.1422570447762073e-05
,,4.603053533559999e-07,1.126836143221627e-05,1.1268361432027529e-05,1.142257035724286e-05,1.142257040064222e-05,1.1422570397462788e-05
,,4.614670675980489e-07,1.126836122413954e-05,1.1268361223953918e-05,1.1422570309479331e-05,1.1422570351654164e-05,1.1422570348570691e-05
,,4.626295448863526e-07,1.1268361020615988e-05,1.1268361020433442e-05,1.1422570263051822e-05,1.1422570304036807e-05,1.1422570301046376e-05
,,4.637927830641506e-07,1.1268360821545573e-05,1.1268360821366064e-05,1.142257021792293e-05,1.1422570257751747e-05,1.1422570254851535e-05
,,4.649567799792077e-07,1.1268360626830462e-05,1.1268360626653952e-05,1.1422570174056296e-05,1.1422570212761675e-05,1.142257020994894e-05
,,4.661215334838074e-07,1.1268360436374989e-05,1.126836043620144e-05,1.1422570131416572e-05,1.1422570169030316e-05,1.1422570166302408e-05
,,4.672870414347399e-07,1.1268360250085594e-05,1.126836024991497e-05,1.142257008996942e-05,1.142257012652242e-05,1.1422570123876759e-05
,,4.684533016932954e-07,1.126836006787079e-05,1.1268360067703046e-05,1.1422570049681445e-05,1.1422570085203718e-05,1.142257008263781e-05
,,4.6962031212525633e-07,1.1268359889641103e-05,1.12683598894762e-05,1.1422570010520193e-05,1.1422570045040903e-05,1.1422570042552327e-05
,,4.707880706008862e-07,1.1268359715309034e-05,1.126835971514694e-05,1.1422569972454129e-05,1.1422570006001607e-05,1.142257000358802e-05
,,4.719565749949227e-07,1.1268359544789016e-05,1.1268359544629688e-05,1.1422569935452584e-05,1.1422569968054369e-05,1.1422569965713493e-05
,,4.731258231865681e-07,1.1268359377997372e-05,1.126835937784077e-05,1.1422569899485772e-05,1.1422569931168606e-05,1.1422569928898236e-05
,,4.742958130594806e-07,1.126835921485227e-05,1.126835921469836e-05,1.1422569864524716e-05,1.1422569895314593e-05,1.1422569893112592e-05
,,4.754665425017655e-07,1.126835905527368e-05,1.126835905512242e-05,1.1422569830541272e-05,1.1422569860463432e-05,1.142256985832773e-05
,,4.76638009405969e-07,1.1268358899183331e-05,1.126835889903469e-05,1.1422569797508067e-05,1.1422569826587054e-05,1.142256982451564e-05
,,4.778102116690622e-07,1.1268358746504704e-05,1.1268358746358638e-05,1.1422569765398512e-05,1.142256979365816e-05,1.1422569791649083e-05
,,4.789831471924416e-07,1.1268358597162933e-05,1.1268358597019408e-05,1.1422569734186752e-05,1.142256976165022e-05,1.1422569759701594e-05
,,4.801568138819129e-07,1.1268358451084822e-05,1.12683584509438e-05,1.1422569703847657e-05,1.1422569730537446e-05,1.1422569728647441e-05
,,4.813312096476876e-07,1.126835830819879e-05,1.1268358308060234e-05,1.14225696743568e-05,1.142256970029478e-05,1.1422569698461623e-05
,,4.825063324043693e-07,1.1268358168434825e-05,1.1268358168298696e-05,1.142256964569045e-05,1.1422569670897863e-05,1.1422569669119826e-05
,,4.836821800709481e-07,1.1268358031724456e-05,1.1268358031590724e-05,1.1422569617825528e-05,1.1422569642323015e-05,1.1422569640598434e-05
,,4.848587505707899e-07,1.126835789800073e-05,1.126835789786936e-05,1.1422569590739598e-05,1.1422569614547225e-05,1.1422569612874475e-05
,,4.86036041831631e-07,1.1268357767198164e-05,1.1268357767069118e-05,1.1422569564410872e-05,1.1422569587548115e-05,1.1422569585925637e-05
,,4.872140517855622e-07,1.126835763925272e-05,1.126835763912596e-05,1.1422569538818154e-05,1.1422569561303957e-05,1.1422569559730224e-05
,,4.883927783690287e-07,1.1268357514101768e-05,1.1268357513977256e-05,1.1422569513940854e-05,1.1422569535793604e-05,1.1422569534267146e-05
,,4.895722195228144e-07,1.126835739168405e-05,1.126835739156176e-05,1.1422569489758944e-05,1.1422569510996529e-05,1.142256950951591e-05
,,4.907523731920371e-07,1.1268357271939671e-05,1.1268357271819569e-05,1.1422569466252969e-05,1.1422569486892754e-05,1.1422569485456595e-05
,,4.91933237326137e-07,1.1268357154810048e-05,1.1268357154692092e-05,1.1422569443404024e-05,1.1422569463462886e-05,1.1422569462069837e-05
,,4.931148098788692e-07,1.1268357040237885e-05,1.1268357040122044e-05,1.1422569421193713e-05,1.1422569440688056e-05,1.1422569439336816e-05
,,4.942970888082938e-07,1.1268356928167148e-05,1.1268356928053392e-05,1.1422569399604176e-05,1.1422569418549931e-05,1.1422569417239236e-05
,,4.954800720767699e-07,1.1268356818543038e-05,1.1268356818431337e-05,1.1422569378618042e-05,1.1422569397030692e-05,1.1422569395759322e-05
,,4.966637576509417e-07,1.1268356711311962e-05,1.126835671120228e-05,1.142256935821843e-05,1.1422569376113023e-05,1.1422569374879782e-05
,,4.978481435017354e-07,1.1268356606421507e-05,1.126835660631381e-05,1.142256933838893e-05,1.1422569355780084e-05,1.1422569354583823e-05
,,4.990332276043452e-07,1.126835650382041e-05,1.1268356503714668e-05,1.1422569319113591e-05,1.1422569336015514e-05,1.142256933485512e-05
,,5.002190079382277e-07,1.1268356403458535e-05,1.1268356403354718e-05,1.1422569300376918e-05,1.1422569316803409e-05,1.1422569315677792e-05
,,5.014054824870918e-07,1.1268356305286856e-05,1.1268356305184927e-05,1.1422569282163834e-05,1.14225692981283e-05,1.142256929703642e-05
,,5.025926492388892e-07,1.1268356209257413e-05,1.1268356209157344e-05,1.1422569264459697e-05,1.1422569279975175e-05,1.1422569278916006e-05
,,5.037805061858087e-07,1.1268356115323309e-05,1.1268356115225072e-05,1.1422569247250266e-05,1.142256926232942e-05,1.142256926130198e-05
,,5.049690513242628e-07,1.1268356023438676e-05,1.1268356023342244e-05,1.1422569230521707e-05,1.1422569245176844e-05,1.1422569244180171e-05
,,5.06158282654882e-07,1.1268355933558656e-05,1.1268355933463997e-05,1.1422569214260569e-05,1.142256922850364e-05,1.1422569227536814e-05
,,5.073481981825049e-07,1.1268355845639375e-05,1.1268355845546456e-05,1.1422569198453782e-05,1.142256921229641e-05,1.1422569211358522e-05
,,5.085387959161697e-07,1.1268355759637925e-05,1.126835575954672e-05,1.142256918308863e-05,1.1422569196542105e-05,1.1422569195632285e-05
,,5.097300738691044e-07,1.1268355675512335e-05,1.1268355675422816e-05,1.1422569168152764e-05,1.1422569181228054e-05,1.1422569180345459e-05
,,5.109220300587207e-07,1.1268355593221563e-05,1.1268355593133704e-05,1.1422569153634182e-05,1.1422569166341946e-05,1.1422569165485755e-05
,,5.121146625066013e-07,1.126835551272547e-05,1.1268355512639236e-05,1.1422569139521212e-05,1.142256915187181e-05,1.1422569151041224e-05
,,5.133079692384939e-07,1.1268355433984788e-05,1.126835543390016e-05,1.1422569125802507e-05,1.1422569137806006e-05,1.1422569137000257e-05
,,5.145019482843011e-07,1.1268355356961125e-05,1.1268355356878071e-05,1.1422569112467047e-05,1.1422569124133226e-05,1.1422569123351565e-05
,,5.156965976780732e-07,1.1268355281616922e-05,1.1268355281535416e-05,1.1422569099504111e-05,1.1422569110842476e-05,1.142256911008418e-05
,,5.168919154579975e-07,1.1268355207915444e-05,1.1268355207835464e-05,1.1422569086903285e-05,1.142256909792307e-05,1.1422569097187432e-05
,,5.1808789966639e-07,1.126835513582078e-05,1.1268355135742294e-05,1.1422569074654438e-05,1.142256908536462e-05,1.142256908465096e-05
,,5.192845483496873e-07,1.1268355065297782e-05,1.1268355065220763e-05,1.1422569062747736e-05,1.1422569073157033e-05,1.142256907246469e-05
,,5.204818595584382e-07,1.126835499631209e-05,1.126835499623652e-05,1.1422569051173604e-05,1.1422569061290496e-05,1.1422569060618828e-05
,,5.216798313472937e-07,1.1268354928830095e-05,1.1268354928755946e-05,1.1422569039922748e-05,1.1422569049755467e-05,1.1422569049103852e-05
,,5.228784617749985e-07,1.1268354862818929e-05,1.1268354862746172e-05,1.142256902898613e-05,1.142256903854268e-05,1.1422569037910516e-05
,,5.240777489043834e-07,1.1268354798246426e-05,1.1268354798175046e-05,1.1422569018354962e-05,1.142256902764312e-05,1.142256902702982e-05
,,5.252776908023554e-07,1.1268354735081156e-05,1.1268354735011123e-05,1.1422569008020707e-05,1.1422569017048029e-05,1.1422569016453029e-05
,,5.264782855398889e-07,1.1268354673292356e-05,1.126835467322365e-05,1.1422568997975064e-05,1.1422569006748892e-05,1.1422569006171641e-05
,,5.276795311920193e-07,1.1268354612849951e-05,1.1268354612782545e-05,1.142256898820996e-05,1.1422568996737434e-05,1.1422568996177398e-05
,,5.288814258378307e-07,1.1268354553724512e-05,1.1268354553658384e-05,1.1422568978717558e-05,1.142256898700561e-05,1.1422568986462272e-05
,,5.300839675604508e-07,1.1268354495887268e-05,1.1268354495822395e-05,1.1422568969490234e-05,1.14225689775456e-05,1.142256897701846e-05
,,5.31287154447039e-07,1.1268354439310072e-05,1.1268354439246434e-05,1.1422568960520575e-05,1.1422568968349807e-05,1.1422568967838379e-05
,,5.324909845887802e-07,1.1268354383965398e-05,1.1268354383902977e-05,1.1422568951801382e-05,1.1422568959410843e-05,1.1422568958914655e-05
,,5.336954560808751e-07,1.1268354329826323e-05,1.126835432976509e-05,1.1422568943325654e-05,1.1422568950721527e-05,1.1422568950240121e-05
,,5.349005670225326e-07,1.126835427686651e-05,1.1268354276806443e-05,1.1422568935086585e-05,1.1422568942274882e-05,1.142256894180781e-05
,,5.361063155169591e-07,1.1268354225060204e-05,1.1268354225001286e-05,1.1422568927077558e-05,1.1422568934064118e-05,1.1422568933610955e-05
,,5.373126996713523e-07,1.1268354174382211e-05,1.1268354174324423e-05,1.1422568919292144e-05,1.1422568926082643e-05,1.1422568925642974e-05
,,5.385197175968917e-07,1.12683541248079e-05,1.126835412475122e-05,1.1422568911724098e-05,1.1422568918324052e-05,1.1422568917897467e-05
,,5.397273674087271e-07,1.1268354076313157e-05,1.1268354076257566e-05,1.1422568904367342e-05,1.1422568910782113e-05,1.1422568910368217e-05
,,5.409356472259772e-07,1.126835402887442e-05,1.1268354028819896e-05,1.142256889721597e-05,1.142256890345076e-05,1.1422568903049183e-05
,,5.421445551717149e-07,1.126835398246863e-05,1.1268353982415158e-05,1.1422568890264247e-05,1.142256889632412e-05,1.1422568895934482e-05
,,5.433540893729597e-07,1.1268353937073236e-05,1.1268353937020794e-05,1.142256888350659e-05,1.1422568889396462e-05,1.1422568889018416e-05
,,5.445642479606709e-07,1.1268353892666188e-05,1.1268353892614758e-05,1.1422568876937576e-05,1.142256888266223e-05,1.1422568882295424e-05
,,5.457750290697392e-07,1.1268353849225902e-05,1.1268353849175466e-05,1.1422568870551936e-05,1.1422568876116015e-05,1.142256887576011e-05
,,5.469864308389754e-07,1.1268353806731287e-05,1.1268353806681828e-05,1.142256886434454e-05,1.1422568869752562e-05,1.1422568869407237e-05
,,5.481984514111061e-07,1.12683537651617e-05,1.1268353765113196e-05,1.1422568858310414e-05,1.1422568863566763e-05,1.1422568863231697e-05
,,5.494110889327626e-07,1.1268353724496952e-05,1.126835372444939e-05,1.1422568852444716e-05,1.142256885755366e-05,1.1422568857228543e-05
,,5.506243415544698e-07,1.1268353684717304e-05,1.1268353684670669e-05,1.142256884674274e-05,1.1422568851708415e-05,1.1422568851392955e-05
,,5.518382074306465e-07,1.126835364580344e-05,1.1268353645757707e-05,1.1422568841199906e-05,1.1422568846026346e-05,1.1422568845720252e-05
,,5.530526847195875e-07,1.1268353607736463e-05,1.1268353607691625e-05,1.1422568835811775e-05,1.1422568840502891e-05,1.1422568840205883e-05
,,5.542677715834601e-07,1.1268353570497917e-05,1.1268353570453946e-05,1.1422568830574029e-05,1.1422568835133615e-05,1.1422568834845421e-05
,,5.554834661882954e-07,1.1268353534069708e-05,1.1268353534026596e-05,1.1422568825482453e-05,1.1422568829914212e-05,1.1422568829634573e-05
,,5.566997667039782e-07,1.1268353498434171e-05,1.12683534983919e-05,1.1422568820532971e-05,1.1422568824840497e-05,1.142256882456915e-05
,,5.579166713042419e-07,1.1268353463574014e-05,1.1268353463532568e-05,1.1422568815721618e-05,1.1422568819908396e-05,1.1422568819645096e-05
,,5.59134178166656e-07,1.1268353429472328e-05,1.1268353429431693e-05,1.1422568811044529e-05,1.1422568815113953e-05,1.142256881485846e-05
,,5.603522854726208e-07,1.1268353396112568e-05,1.126835339607273e-05,1.1422568806497954e-05,1.1422568810453322e-05,1.1422568810205404e-05
,,5.615709914073586e-07,1.1268353363478557e-05,1.1268353363439496e-05,1.142256880207825e-05,1.1422568805922764e-05,1.1422568805682193e-05
,,5.627902941599048e-07,1.1268353331554464e-05,1.1268353331516171e-05,1.1422568797781871e-05,1.1422568801518644e-05,1.1422568801285203e-05
,,5.640101919230996e-07,1.1268353300324818e-05,1.126835330028728e-05,1.1422568793605376e-05,1.1422568797237434e-05,1.1422568797010909e-05
,,5.652306828935804e-07,1.1268353269774471e-05,1.1268353269737674e-05,1.1422568789545416e-05,1.14225687930757e-05,1.1422568792855882e-05
,,5.664517652717725e-07,1.126835323988862e-05,1.1268353239852544e-05,1.1422568785598732e-05,1.14225687890301e-05,1.1422568788816793e-05
,,5.676734372618835e-07,1.1268353210652778e-05,1.126835321061741e-05,1.1422568781762166e-05,1.1422568785097392e-05,1.1422568784890401e-05
,,5.688956970718926e-07,1.126835318205277e-05,1.12683531820181e-05,1.1422568778032636e-05,1.1422568781274426e-05,1.142256878107356e-05
,,5.701185429135398e-07,1.126835315407474e-05,1.1268353154040751e-05,1.1422568774407162e-05,1.1422568777558131e-05,1.142256877736321e-05
,,5.713419730023263e-07,1.1268353126705131e-05,1.1268353126671816e-05,1.1422568770882827e-05,1.1422568773945534e-05,1.1422568773756378e-05
,,5.725659855574996e-07,1.1268353099930682e-05,1.1268353099898026e-05,1.142256876745682e-05,1.1422568770433732e-05,1.1422568770250172e-05
,,5.737905788020428e-07,1.1268353073738426e-05,1.1268353073706415e-05,1.142256876412638e-05,1.1422568767019912e-05,1.142256876684178e-05
,,5.750157509626766e-07,1.1268353048115673e-05,1.1268353048084295e-05,1.1422568760888852e-05,1.1422568763701342e-05,1.1422568763528479e-05
,,5.762415002698414e-07,1.1268353023050018e-05,1.1268353023019262e-05,1.1422568757741636e-05,1.1422568760475356e-05,1.1422568760307602e-05
,,5.774678249576934e-07,1.1268352998529315e-05,1.1268352998499171e-05,1.1422568754682208e-05,1.1422568757339374e-05,1.1422568757176576e-05
,,5.786947232640981e-07,1.1268352974541696e-05,1.1268352974512152e-05,1.1422568751708116e-05,1.1422568754290877e-05,1.1422568754132888e-05
,,5.799221934306182e-07,1.126835295107555e-05,1.1268352951046588e-05,1.1422568748816987e-05,1.1422568751327422e-05,1.1422568751174104e-05
,,5.81150233702509e-07,1.1268352928119512e-05,1.1268352928091128e-05,1.1422568746006496e-05,1.142256874844664e-05,1.1422568748297848e-05
,,5.823788423287081e-07,1.126835290566247e-05,1.1268352905634651e-05,1.1422568743274397e-05,1.1422568745646218e-05,1.1422568745501819e-05
,,5.836080175618297e-07,1.126835288369356e-05,1.1268352883666291e-05,1.1422568740618494e-05,1.1422568742923916e-05,1.1422568742783777e-05
,,5.848377576581544e-07,1.1268352862202144e-05,1.1268352862175422e-05,1.1422568738036668e-05,1.1422568740277543e-05,1.1422568740141544e-05
,,5.860680608776223e-07,1.1268352841177826e-05,1.1268352841151636e-05,1.1422568735526844e-05,1.142256873770499e-05,1.1422568737573004e-05
,,5.872989254838254e-07,1.1268352820610431e-05,1.1268352820584764e-05,1.1422568733087018e-05,1.1422568735204194e-05,1.1422568735076099e-05
,,5.885303497439987e-07,1.126835280049001e-05,1.126835280046486e-05,1.1422568730715234e-05,1.1422568732773148e-05,1.1422568732648834e-05
,,5.897623319290134e-07,1.1268352780806832e-05,1.1268352780782185e-05,1.1422568728409592e-05,1.1422568730409906e-05,1.1422568730289258e-05
,,5.909948703133674e-07,1.1268352761551376e-05,1.1268352761527218e-05,1.1422568726168244e-05,1.1422568728112576e-05,1.1422568727995483e-05
,,5.922279631751807e-07,1.1268352742714329e-05,1.1268352742690652e-05,1.14225687239894e-05,1.1422568725879316e-05,1.1422568725765675e-05
,,5.934616087961833e-07,1.1268352724286576e-05,1.1268352724263374e-05,1.1422568721871312e-05,1.142256872370834e-05,1.1422568723598048e-05
,,5.946958054617091e-07,1.1268352706259211e-05,1.1268352706236475e-05,1.1422568719812289e-05,1.1422568721597904e-05,1.1422568721490864e-05
,,5.959305514606908e-07,1.126835268862352e-05,1.126835268860124e-05,1.1422568717810672e-05,1.1422568719546327e-05,1.1422568719442439e-05
,,5.971658450856476e-07,1.1268352671370976e-05,1.1268352671349145e-05,1.142256871586487e-05,1.142256871755196e-05,1.142256871745113e-05
,,5.984016846326801e-07,1.1268352654493237e-05,1.1268352654471842e-05,1.142256871397332e-05,1.142256871561321e-05,1.1422568715515347e-05
,,5.996380684014619e-07,1.1268352637982142e-05,1.126835263796118e-05,1.142256871213451e-05,1.142256871372852e-05,1.1422568713633536e-05
,,6.008749946952317e-07,1.1268352621829718e-05,1.126835262180918e-05,1.1422568710346963e-05,1.142256871189638e-05,1.1422568711804194e-05
,,6.021124618207868e-07,1.126835260602816e-05,1.1268352606008032e-05,1.1422568708609258e-05,1.142256871011533e-05,1.1422568710025855e-05
,,6.033504680884731e-07,1.1268352590569823e-05,1.1268352590550104e-05,1.1422568706919997e-05,1.1422568708383936e-05,1.1422568708297096e-05
,,6.045890118121794e-07,1.1268352575447251e-05,1.1268352575427924e-05,1.1422568705277832e-05,1.1422568706700822e-05,1.1422568706616534e-05
,,6.058280913093279e-07,1.1268352560653126e-05,1.1268352560634192e-05,1.1422568703681444e-05,1.1422568705064632e-05,1.1422568704982826e-05
,,6.070677049008694e-07,1.126835254618031e-05,1.126835254616176e-05,1.142256870212956e-05,1.1422568703474063e-05,1.1422568703394659e-05
,,6.083078509112725e-07,1.1268352532021808e-05,1.1268352532003633e-05,1.142256870062094e-05,1.1422568701927835e-05,1.1422568701850767e-05
,,6.095485276685176e-07,1.1268352518170782e-05,1.126835251815297e-05,1.142256869915437e-05,1.1422568700424718e-05,1.1422568700349913e-05
,,6.107897335040884e-07,1.126835250462054e-05,1.1268352504603093e-05,1.1422568697728678e-05,1.1422568698963505e-05,1.1422568698890899e-05
,,6.120314667529669e-07,1.126835249136455e-05,1.126835249134745e-05,1.1422568696342732e-05,1.1422568697543023e-05,1.1422568697472552e-05
,,6.132737257536224e-07,1.1268352478396398e-05,1.1268352478379649e-05,1.1422568694995413e-05,1.1422568696162145e-05,1.142256869609374e-05
,,6.145165088480048e-07,1.1268352465709828e-05,1.1268352465693416e-05,1.142256869368565e-05,1.1422568694819757e-05,1.1422568694753361e-05
,,6.15759814381539e-07,1.126835245329872e-05,1.126835245328264e-05,1.1422568692412392e-05,1.1422568693514792e-05,1.1422568693450343e-05
,,6.170036407031149e-07,1.1268352441157076e-05,1.126835244114132e-05,1.1422568691174622e-05,1.14225686922462e-05,1.1422568692183643e-05
,,6.182479861650817e-07,1.1268352429279038e-05,1.1268352429263605e-05,1.142256868997135e-05,1.1422568691012969e-05,1.1422568690952247e-05
,,6.194928491232408e-07,1.1268352417658874e-05,1.1268352417643753e-05,1.1422568688801611e-05,1.1422568689814112e-05,1.1422568689755174e-05
,,6.207382279368334e-07,1.1268352406290975e-05,1.1268352406276162e-05,1.1422568687664476e-05,1.142256868864867e-05,1.142256868859146e-05
,,6.219841209685413e-07,1.1268352395169858e-05,1.1268352395155345e-05,1.1422568686559027e-05,1.1422568687515712e-05,1.1422568687460182e-05
,,6.232305265844721e-07,1.1268352384290152e-05,1.1268352384275937e-05,1.1422568685484388e-05,1.1422568686414332e-05,1.1422568686360428e-05
,,6.244774431541572e-07,1.1268352373646612e-05,1.1268352373632686e-05,1.1422568684439697e-05,1.1422568685343643e-05,1.1422568685291322e-05
,,6.257248690505393e-07,1.1268352363234103e-05,1.1268352363220465e-05,1.1422568683424116e-05,1.1422568684302802e-05,1.1422568684252011e-05
,,6.269728026499686e-07,1.1268352353047606e-05,1.126835235303424e-05,1.1422568682436836e-05,1.1422568683290964e-05,1.142256868324166e-05
,,6.282212423321956e-07,1.12683523430822e-05,1.1268352343069103e-05,1.1422568681477068e-05,1.1422568682307323e-05,1.1422568682259466e-05
,,6.294701864803605e-07,1.126835233333308e-05,1.1268352333320254e-05,1.142256868054404e-05,1.1422568681351098e-05,1.1422568681304641e-05
,,6.307196334809901e-07,1.126835232379555e-05,1.1268352323782983e-05,1.1422568679637011e-05,1.1422568680421518e-05,1.1422568680376418e-05
,,6.319695817239866e-07,1.1268352314465004e-05,1.1268352314452697e-05,1.1422568678755258e-05,1.142256867951784e-05,1.1422568679474064e-05
,,6.332200296026226e-07,1.1268352305336949e-05,1.1268352305324888e-05,1.142256867789807e-05,1.1422568678639344e-05,1.1422568678596851e-05
,,6.344709755135336e-07,1.1268352296406977e-05,1.1268352296395164e-05,1.1422568677064769e-05,1.142256867778533e-05,1.1422568677744077e-05
,,6.357224178567089e-07,1.1268352287670787e-05,1.1268352287659217e-05,1.1422568676254682e-05,1.1422568676955114e-05,1.1422568676915067e-05
,,6.369743550354891e-07,1.1268352279124167e-05,1.1268352279112836e-05,1.1422568675467165e-05,1.1422568676148023e-05,1.1422568676109151e-05
,,6.3822678545655e-07,1.1268352270762998e-05,1.12683522707519e-05,1.1422568674701586e-05,1.1422568675363423e-05,1.1422568675325691e-05
,,6.39479707529907e-07,1.126835226258325e-05,1.1268352262572378e-05,1.1422568673957335e-05,1.1422568674600687e-05,1.1422568674564056e-05
,,6.407331196688979e-07,1.1268352254580984e-05,1.1268352254570334e-05,1.1422568673233823e-05,1.1422568673859205e-05,1.1422568673823641e-05
,,6.419870202901802e-07,1.1268352246752331e-05,1.12683522467419e-05,1.1422568672530464e-05,1.1422568673138376e-05,1.1422568673103853e-05
,,6.432414078137251e-07,1.1268352239093534e-05,1.1268352239083315e-05,1.1422568671846702e-05,1.1422568672437633e-05,1.1422568672404116e-05
,,6.444962806628065e-07,1.1268352231600894e-05,1.1268352231590886e-05,1.1422568671181984e-05,1.1422568671756406e-05,1.1422568671723872e-05
,,6.457516372639973e-07,1.1268352224270805e-05,1.1268352224260998e-05,1.142256867053578e-05,1.1422568671094162e-05,1.1422568671062578e-05
,,6.4700747604716e-07,1.1268352217099727e-05,1.1268352217090129e-05,1.1422568669907584e-05,1.1422568670450368e-05,1.1422568670419707e-05
,,6.482637954454409e-07,1.1268352210084218e-05,1.1268352210074812e-05,1.142256866929688e-05,1.1422568669824506e-05,1.1422568669794737e-05
,,6.495205938952626e-07,1.1268352203220887e-05,1.1268352203211677e-05,1.1422568668703186e-05,1.142256866921608e-05,1.1422568669187181e-05
,,6.507778698363166e-07,1.126835219650644e-05,1.1268352196497416e-05,1.1422568668126032e-05,1.1422568668624602e-05,1.1422568668596547e-05
,,6.520356217115575e-07,1.1268352189937634e-05,1.1268352189928798e-05,1.1422568667564952e-05,1.14225686680496e-05,1.1422568668022365e-05
,,6.532938479671961e-07,1.1268352183511303e-05,1.126835218350265e-05,1.1422568667019502e-05,1.1422568667490616e-05,1.1422568667464175e-05
,,6.545525470526869e-07,1.1268352177224362e-05,1.1268352177215888e-05,1.142256866648924e-05,1.14225686669472e-05,1.1422568666921529e-05
